berekeningsRichting;statuut;schaal;cat;ervaringJaren;studentenCat;studentLeeftijd;brutoloon;doelNettoloon;bouwVlag;berekeningsMaand;berekeningsJaar;ancienniteitMaanden;prestatieMaanden;tewerkstellingsbreuk;woonwerkFiets;woonwerkPrivewagen;woonwerkBusTramMetro;woonwerkTrein;woonwerkBedrijfswagen;kmPerDag;treinKm;busTramMetroKm;busTramMetroPrijs;privewagenKm;bedrijfswagenCataloguswaarde;bedrijfswagenDatumEersteInschrijving;bedrijfswagenBrandstof;bedrijfswagenCo2;arbeidsdagenPerMaand;gezinstype;kinderenTenLaste;fiscaalAlleenstaandeMetKind;groepsverzekeringEigenBijdrage;vaaPcLaptopActief;vaaGsmSmartphoneActief;vaaInternetActief;vaaGsmAbonnementActief;woonwerkPrivewagenBeroepskostMethode;woonwerkBedrijfswagenBeroepskostMethode;arbeidsongevallenPct;extraGroepsverzekering;maaltijdchequesActief;maaltijdchequeWerkgeversaandeelPerDag;maaltijdchequeWerknemersbijdragePerDag;extraHospitalisatie;hospitalisatieEigenBijdrage;onkostenvergoedingPerMaand;bonusBedrag;bonusPeriode;gemeentebelastingPct;werknemerNaam;werknemerReferentie;werkgeverNaam;werkgeverOndernemingsnummer;commentaar;output_bruto;output_netto;output_werkgeverskost_maand;output_loonwig_pct;output_netto_jaar;output_werkgeverskost_jaar
bruto_naar_netto;bediende;II;D;13;A;17;5800;1800;false;06;2026;12;12;1;false;false;false;false;true;8;15;10;60;15;54450;2023-09-28;elektriciteit;100;22;gehuwd_met_inkomen;1;false;0;false;false;false;false;forfaitair;forfaitair;0.003;0;false;8.91;1.09;0;0;270;;;7.3;;;;;;5800;3616.39;8009.84;54.85;NaN;NaN
